Edad / Año,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
32,"169,651 ","174,363 ","179,612 ","185,232 ","191,041 ","196,901 ","202,731 ","208,437 ","214,117 ","220,888 ","227,713 ","234,484 ","241,597 ","247,694 ","253,042 ","258,149 ","263,425 ","269,051 ","275,353 ","282,445 ","290,221 ","298,807 ","308,136 ","317,692 ","326,691 ","336,084 ","346,872 ","356,884 ","365,530 ","373,874 ","381,836 ","389,324 ","396,218 ","405,487 ","419,777 ","437,537 ","459,023 ","480,894 ","499,726 ","517,758 ","537,227 ","558,363 ","579,887 ","600,896 ","621,245 ","641,598 ","661,538 ","679,312 ","694,623 ","709,004 ","723,309 ","737,367 ","751,089 ","763,930 ","774,356 ","781,714 ","785,680 ","785,712 ","782,860 ","779,508 ","778,302 ","781,861 ","791,192 ","806,607 ","828,351 ","854,672 ","883,057 ","910,705 ","935,275 ","957,042 ","978,957 ","996,804 ","1,016,626 ","1,036,911 ","1,052,027 ","1,060,157 ","1,062,816 ","1,061,457 ","1,058,014 ","1,056,494 ","1,060,839 ","1,071,404 ","1,081,011 ","1,082,506 ","1,076,718 ","1,068,850 ","1,064,331 ","1,064,189 ","1,067,798 ","1,074,182 ","1,080,504 ","1,082,850 ","1,078,977 ","1,068,607 ","1,053,909 ","1,039,308 ","1,026,676 ","1,011,011 ","986,218 ","955,161 ","923,182 ","874,632 ","751,772 ","766,094 ","767,200 ","765,056 ","779,451 ","783,983 ","785,988 ","784,981 ","782,480 ","779,972 ","777,177 ","774,119 ","770,418 ","766,559 ","762,820 ","759,083 ","754,641 ","750,265 ","745,398 "
33,"163,967 ","168,021 ","172,750 ","178,044 ","183,733 ","189,599 ","195,465 ","201,268 ","206,950 ","212,598 ","219,327 ","226,144 ","232,915 ","240,026 ","246,099 ","251,417 ","256,511 ","261,753 ","267,339 ","273,593 ","280,633 ","288,394 ","296,986 ","306,277 ","315,751 ","324,719 ","334,142 ","344,851 ","354,746 ","363,304 ","371,566 ","379,459 ","386,918 ","393,851 ","403,156 ","417,333 ","434,941 ","456,297 ","478,052 ","496,831 ","514,854 ","534,328 ","555,449 ","576,952 ","597,949 ","618,288 ","638,573 ","658,229 ","675,335 ","689,639 ","703,452 ","717,932 ","732,256 ","745,787 ","758,154 ","768,477 ","776,543 ","781,508 ","783,438 ","782,086 ","778,187 ","776,327 ","779,337 ","788,046 ","802,769 ","823,475 ","848,977 ","877,050 ","904,851 ","929,391 ","952,450 ","970,225 ","988,135 ","1,008,115 ","1,028,709 ","1,044,389 ","1,052,731 ","1,055,549 ","1,054,316 ","1,051,143 ","1,049,719 ","1,054,291 ","1,065,149 ","1,074,881 ","1,076,627 ","1,070,748 ","1,063,044 ","1,058,605 ","1,058,477 ","1,062,082 ","1,068,431 ","1,074,749 ","1,077,467 ","1,073,629 ","1,063,218 ","1,048,253 ","1,033,975 ","1,021,518 ","1,005,682 ","981,113 ","950,162 ","918,265 ","870,108 ","748,006 ","762,650 ","763,954 ","761,807 ","776,306 ","780,929 ","783,043 ","782,113 ","779,728 ","777,286 ","774,486 ","771,521 ","767,858 ","764,094 ","760,480 ","756,780 ","752,364 ","748,138 "
34,"159,023 ","162,357 ","166,433 ","171,209 ","176,573 ","182,317 ","188,189 ","194,026 ","199,801 ","205,450 ","211,063 ","217,785 ","224,601 ","231,369 ","238,448 ","244,484 ","249,788 ","254,850 ","260,055 ","265,598 ","271,803 ","278,837 ","286,612 ","295,164 ","304,370 ","313,808 ","322,809 ","332,166 ","342,752 ","352,559 ","361,032 ","369,234 ","377,094 ","384,586 ","391,573 ","400,799 ","414,854 ","432,376 ","453,625 ","475,308 ","494,063 ","512,094 ","531,565 ","552,665 ","574,165 ","595,154 ","615,442 ","635,483 ","654,531 ","670,738 ","684,538 ","698,509 ","713,242 ","727,396 ","740,505 ","752,786 ","763,725 ","772,665 ","779,378 ","782,695 ","780,782 ","776,246 ","773,872 ","776,305 ","784,385 ","798,174 ","818,152 ","843,374 ","871,573 ","899,315 ","924,875 ","943,678 ","961,527 ","979,598 ","999,888 ","1,020,978 ","1,036,837 ","1,045,293 ","1,048,196 ","1,047,223 ","1,044,150 ","1,042,992 ","1,047,900 ","1,058,884 ","1,068,808 ","1,070,419 ","1,064,688 ","1,057,085 ","1,052,669 ","1,052,566 ","1,056,143 ","1,062,482 ","1,069,166 ","1,071,895 ","1,067,976 ","1,057,275 ","1,042,641 ","1,028,567 ","1,015,905 ","1,000,273 ","975,776 ","944,911 ","913,342 ","865,586 ","744,506 ","759,296 ","760,581 ","758,626 ","773,180 ","777,900 ","780,081 ","779,255 ","776,947 ","774,498 ","771,787 ","768,861 ","765,294 ","761,666 ","758,088 ","754,406 ","750,146 "
35,"154,840 ","157,426 ","160,788 ","164,915 ","169,761 ","175,180 ","180,931 ","186,772 ","192,580 ","198,320 ","203,931 ","209,544 ","216,265 ","223,075 ","229,812 ","236,847 ","242,862 ","248,130 ","253,157 ","258,324 ","263,825 ","270,028 ","277,079 ","284,819 ","293,288 ","302,462 ","311,926 ","320,860 ","330,106 ","340,606 ","350,319 ","358,730 ","366,899 ","374,795 ","382,339 ","389,268 ","398,411 ","412,409 ","429,848 ","451,021 ","472,660 ","491,420 ","509,449 ","528,908 ","550,004 ","571,493 ","592,446 ","612,521 ","632,013 ","650,257 ","666,006 ","679,952 ","694,166 ","708,757 ","722,534 ","735,571 ","748,396 ","760,100 ","770,644 ","778,640 ","781,389 ","778,852 ","773,827 ","770,921 ","772,773 ","780,017 ","793,170 ","812,907 ","838,249 ","866,386 ","894,899 ","916,100 ","934,965 ","952,957 ","971,353 ","992,115 ","1,013,357 ","1,029,278 ","1,037,762 ","1,040,898 ","1,040,000 ","1,037,213 ","1,036,442 ","1,041,509 ","1,052,664 ","1,062,412 ","1,064,111 ","1,058,474 ","1,050,898 ","1,046,546 ","1,046,430 ","1,050,006 ","1,056,721 ","1,063,403 ","1,066,002 ","1,061,766 ","1,051,375 ","1,036,972 ","1,022,682 ","1,010,236 ","994,626 ","970,189 ","939,667 ","908,426 ","861,376 ","741,107 ","755,812 ","757,299 ","755,472 ","770,077 ","774,853 ","777,120 ","776,377 ","774,064 ","771,699 ","769,029 ","766,199 ","762,776 ","759,182 ","755,616 ","752,093 "
36,"151,350 ","153,247 ","155,868 ","159,286 ","163,485 ","168,389 ","173,816 ","179,535 ","185,345 ","191,116 ","196,816 ","202,428 ","208,047 ","214,760 ","221,536 ","228,229 ","235,234 ","241,208 ","246,440 ","251,430 ","256,557 ","262,060 ","268,286 ","275,301 ","282,963 ","291,402 ","300,601 ","309,994 ","318,823 ","327,994 ","338,398 ","348,046 ","356,431 ","364,626 ","372,576 ","380,062 ","386,930 ","396,052 ","409,990 ","427,372 ","448,501 ","470,120 ","488,869 ","506,890 ","526,348 ","547,441 ","568,901 ","589,655 ","609,234 ","628,009 ","645,838 ","661,719 ","675,895 ","689,988 ","704,237 ","717,967 ","731,494 ","744,985 ","758,164 ","769,878 ","777,312 ","779,450 ","776,442 ","770,916 ","767,469 ","768,567 ","775,259 ","788,225 ","808,096 ","833,396 ","862,093 ","886,152 ","907,395 ","926,376 ","944,696 ","963,552 ","984,482 ","1,005,735 ","1,021,614 ","1,030,287 ","1,033,466 ","1,032,839 ","1,030,464 ","1,029,897 ","1,035,155 ","1,046,130 ","1,055,897 ","1,057,651 ","1,052,014 ","1,044,537 ","1,040,189 ","1,040,087 ","1,044,066 ","1,050,785 ","1,057,305 ","1,059,560 ","1,055,595 ","1,045,433 ","1,030,802 ","1,016,770 ","1,004,321 ","988,733 ","964,620 ","934,436 ","903,840 ","857,297 ","737,579 ","752,441 ","754,050 ","752,338 ","766,955 ","771,799 ","774,148 ","773,396 ","771,163 ","768,842 ","766,270 ","763,588 ","760,198 ","756,610 ","753,208 "
37,"148,336 ","149,755 ","151,693 ","154,375 ","157,868 ","162,129 ","167,045 ","172,441 ","178,127 ","183,898 ","189,628 ","195,327 ","200,945 ","206,560 ","213,238 ","219,969 ","226,632 ","233,587 ","239,519 ","244,713 ","249,661 ","254,791 ","260,322 ","266,520 ","273,459 ","281,096 ","289,558 ","298,686 ","307,977 ","316,741 ","325,822 ","336,153 ","345,770 ","354,180 ","362,428 ","370,320 ","377,750 ","384,619 ","393,714 ","407,611 ","424,959 ","446,061 ","467,654 ","486,384 ","504,407 ","523,868 ","544,936 ","566,214 ","586,515 ","605,457 ","623,866 ","641,805 ","657,892 ","671,965 ","685,769 ","699,980 ","714,146 ","728,264 ","743,106 ","757,352 ","768,521 ","775,363 ","777,045 ","773,548 ","767,510 ","763,385 ","763,999 ","770,552 ","783,675 ","803,532 ","829,230 ","853,411 ","877,486 ","898,809 ","918,096 ","936,858 ","955,914 ","976,842 ","997,995 ","1,014,008 ","1,022,677 ","1,026,094 ","1,025,883 ","1,023,725 ","1,023,372 ","1,028,495 ","1,039,463 ","1,049,234 ","1,050,928 ","1,045,393 ","1,037,932 ","1,033,617 ","1,033,953 ","1,037,958 ","1,044,502 ","1,050,667 ","1,053,150 ","1,049,398 ","1,038,968 ","1,024,629 ","1,010,601 ","998,167 ","982,867 ","959,066 ","929,541 ","899,399 ","853,064 ","734,183 ","749,111 ","750,812 ","749,181 ","763,817 ","768,741 ","771,073 ","770,389 ","768,205 ","765,983 ","763,564 ","760,911 ","757,521 ","754,102 "
38,"145,548 ","146,733 ","148,197 ","150,201 ","152,963 ","156,523 ","160,800 ","165,687 ","171,050 ","176,698 ","182,427 ","188,154 ","193,858 ","199,468 ","205,055 ","211,686 ","218,383 ","224,997 ","231,902 ","237,791 ","242,939 ","247,891 ","253,054 ","258,555 ","264,682 ","271,598 ","279,261 ","287,662 ","296,692 ","305,913 ","314,588 ","323,612 ","333,910 ","343,538 ","351,996 ","360,183 ","368,025 ","375,464 ","382,320 ","391,401 ","405,280 ","422,619 ","443,694 ","465,241 ","483,964 ","501,994 ","521,435 ","542,337 ","563,196 ","582,923 ","601,542 ","620,051 ","638,177 ","654,165 ","667,981 ","681,761 ","696,370 ","711,061 ","726,412 ","742,226 ","755,950 ","766,556 ","772,950 ","774,152 ","770,152 ","763,490 ","758,945 ","759,466 ","766,196 ","779,342 ","799,479 ","820,633 ","844,820 ","868,932 ","890,533 ","910,232 ","929,204 ","948,265 ","969,079 ","990,310 ","1,006,263 ","1,015,122 ","1,018,943 ","1,018,937 ","1,016,992 ","1,016,551 ","1,021,682 ","1,032,647 ","1,042,291 ","1,044,054 ","1,038,512 ","1,031,099 ","1,027,268 ","1,027,653 ","1,031,487 ","1,037,695 ","1,044,054 ","1,046,729 ","1,042,660 ","1,032,524 ","1,018,192 ","1,004,198 ","992,045 ","977,020 ","953,854 ","924,806 ","894,794 ","849,005 ","730,827 ","745,783 ","747,550 ","745,997 ","760,681 ","765,582 ","767,964 ","767,327 ","765,241 ","763,179 ","760,786 ","758,124 ","754,908 "
39,"142,777 ","143,933 ","145,165 ","146,699 ","148,788 ","151,622 ","155,204 ","159,455 ","164,311 ","169,638 ","175,243 ","180,968 ","186,699 ","192,391 ","197,971 ","203,518 ","210,113 ","216,758 ","223,323 ","230,177 ","236,015 ","241,165 ","246,148 ","251,281 ","256,718 ","262,824 ","269,767 ","277,372 ","285,683 ","294,645 ","303,781 ","312,401 ","321,394 ","331,699 ","341,368 ","349,770 ","357,919 ","365,767 ","373,188 ","380,036 ","389,120 ","403,002 ","420,325 ","441,357 ","462,874 ","481,596 ","499,612 ","518,903 ","539,421 ","559,757 ","579,200 ","597,916 ","616,596 ","634,623 ","650,373 ","664,181 ","678,321 ","693,399 ","709,221 ","725,454 ","740,772 ","753,966 ","764,138 ","770,062 ","770,763 ","766,167 ","759,130 ","754,523 ","755,247 ","762,033 ","775,373 ","790,940 ","812,126 ","836,329 ","860,675 ","882,656 ","902,571 ","921,533 ","940,480 ","961,365 ","982,489 ","998,565 ","1,007,806 ","1,011,804 ","1,011,978 ","1,009,969 ","1,009,554 ","1,014,721 ","1,025,535 ","1,035,200 ","1,036,904 ","1,031,389 ","1,024,498 ","1,020,749 ","1,020,974 ","1,024,511 ","1,030,897 ","1,037,442 ","1,039,747 ","1,035,966 ","1,025,809 ","1,011,524 ","997,835 ","985,944 ","971,513 ","948,817 ","919,894 ","890,394 ","844,996 ","727,465 ","742,421 ","744,248 ","742,821 ","757,443 ","762,378 ","764,797 ","764,255 ","762,333 ","760,294 ","757,887 ","755,399 "
40,"139,852 ","141,149 ","142,352 ","143,654 ","145,277 ","147,444 ","150,307 ","153,866 ","158,090 ","162,913 ","168,199 ","173,800 ","179,527 ","185,242 ","190,902 ","196,440 ","201,955 ","208,498 ","215,092 ","221,608 ","228,397 ","234,232 ","239,412 ","244,364 ","249,435 ","254,853 ","260,991 ","267,885 ","275,403 ","283,657 ","292,536 ","301,609 ","310,208 ","319,216 ","329,550 ","339,159 ","347,521 ","355,681 ","363,506 ","370,917 ","377,775 ","386,887 ","400,771 ","418,064 ","439,054 ","460,550 ","479,248 ","497,131 ","516,069 ","536,119 ","556,205 ","575,730 ","594,604 ","613,193 ","630,998 ","646,737 ","660,873 ","675,438 ","691,545 ","708,160 ","723,933 ","738,759 ","751,536 ","761,251 ","766,679 ","766,798 ","761,846 ","754,764 ","750,385 ","751,199 ","758,109 ","766,840 ","782,490 ","803,711 ","828,132 ","852,810 ","874,993 ","894,881 ","913,712 ","932,739 ","953,508 ","974,705 ","991,116 ","1,000,491 ","1,004,625 ","1,004,740 ","1,002,744 ","1,002,411 ","1,007,449 ","1,018,282 ","1,027,824 ","1,029,497 ","1,024,510 ","1,017,728 ","1,013,834 ","1,013,809 ","1,017,530 ","1,024,113 ","1,030,260 ","1,032,834 ","1,028,989 ","1,018,863 ","1,004,898 ","991,494 ","980,177 ","966,188 ","943,588 ","915,216 ","886,047 ","840,964 ","724,062 ","739,010 ","740,957 ","739,542 ","754,150 ","759,116 ","761,614 ","761,237 ","759,335 ","757,276 ","755,045 "
41,"136,661 ","138,211 ","139,552 ","140,825 ","142,217 ","143,924 ","146,125 ","148,969 ","152,506 ","156,701 ","161,486 ","166,770 ","172,373 ","178,080 ","183,761 ","189,377 ","194,881 ","200,350 ","206,840 ","213,383 ","219,837 ","226,611 ","232,470 ","237,615 ","242,505 ","247,560 ","253,016 ","259,105 ","265,918 ","273,390 ","281,560 ","290,385 ","299,431 ","308,041 ","317,086 ","327,361 ","336,922 ","345,302 ","353,435 ","361,245 ","368,653 ","375,551 ","384,686 ","398,550 ","415,817 ","436,784 ","458,239 ","476,805 ","494,359 ","512,885 ","532,708 ","552,865 ","572,535 ","591,322 ","609,710 ","627,498 ","643,529 ","658,047 ","673,550 ","690,381 ","706,565 ","721,886 ","736,321 ","748,654 ","757,878 ","762,742 ","762,503 ","757,504 ","750,659 ","746,392 ","747,280 ","749,506 ","758,384 ","774,124 ","795,567 ","820,314 ","845,175 ","867,285 ","887,024 ","905,925 ","924,854 ","945,678 ","967,174 ","983,658 ","993,108 ","997,174 ","997,270 ","995,364 ","994,934 ","1,000,038 ","1,010,733 ","1,020,166 ","1,022,344 ","1,017,456 ","1,010,536 ","1,006,447 ","1,006,622 ","1,010,571 ","1,016,754 ","1,023,165 ","1,025,628 ","1,021,782 ","1,011,961 ","998,292 ","985,474 ","974,598 ","960,660 ","938,618 ","910,591 ","881,656 ","836,875 ","720,599 ","735,612 ","737,559 ","736,197 ","750,794 ","755,828 ","758,482 ","758,116 ","756,190 ","754,308 "
42,"133,217 ","135,008 ","136,599 ","138,007 ","139,369 ","140,849 ","142,594 ","144,781 ","147,608 ","151,122 ","155,284 ","160,069 ","165,356 ","170,936 ","176,608 ","182,243 ","187,820 ","193,276 ","198,700 ","205,138 ","211,614 ","218,055 ","224,850 ","230,661 ","235,742 ","240,620 ","245,708 ","251,116 ","257,139 ","263,914 ","271,307 ","279,428 ","288,228 ","297,280 ","305,925 ","314,917 ","325,146 ","334,721 ","343,070 ","351,179 ","358,982 ","366,424 ","373,358 ","382,497 ","396,343 ","413,595 ","434,514 ","455,822 ","474,079 ","491,265 ","509,594 ","529,489 ","549,772 ","569,351 ","587,956 ","606,335 ","624,373 ","640,737 ","656,111 ","672,271 ","688,697 ","704,473 ","719,419 ","733,427 ","745,287 ","753,963 ","758,475 ","758,169 ","753,388 ","746,673 ","742,437 ","738,528 ","740,976 ","750,013 ","766,009 ","787,796 ","812,729 ","837,477 ","859,403 ","879,195 ","897,994 ","916,978 ","938,110 ","959,629 ","976,103 ","985,469 ","989,459 ","989,639 ","987,633 ","987,315 ","992,316 ","1,002,883 ","1,012,774 ","1,015,005 ","1,009,956 ","1,002,893 ","999,019 ","999,463 ","1,003,029 ","1,009,496 ","1,015,767 ","1,018,194 ","1,014,622 ","1,005,077 ","991,996 ","979,642 ","968,804 ","955,414 ","933,698 ","905,896 ","877,194 ","832,701 ","717,148 ","732,104 ","734,085 ","732,788 ","747,405 ","752,584 ","755,235 ","754,835 ","753,087 "
43,"129,661 ","131,554 ","133,382 ","135,034 ","136,530 ","137,983 ","139,503 ","141,235 ","143,411 ","146,221 ","149,708 ","153,874 ","158,666 ","163,928 ","169,472 ","175,097 ","180,689 ","186,216 ","191,624 ","197,003 ","203,374 ","209,834 ","216,294 ","223,030 ","228,773 ","233,839 ","238,747 ","243,797 ","249,145 ","255,134 ","261,834 ","269,188 ","277,288 ","286,089 ","295,171 ","303,768 ","312,727 ","322,964 ","332,501 ","340,819 ","348,916 ","356,744 ","364,217 ","371,161 ","380,307 ","394,151 ","411,367 ","432,143 ","453,142 ","471,052 ","488,069 ","506,473 ","526,479 ","546,674 ","566,081 ","584,678 ","603,275 ","621,605 ","638,739 ","654,700 ","670,496 ","686,548 ","701,967 ","716,507 ","730,056 ","741,395 ","749,726 ","754,147 ","754,033 ","749,371 ","742,644 ","733,452 ","729,832 ","732,519 ","741,867 ","758,266 ","780,264 ","805,059 ","829,589 ","851,539 ","871,220 ","890,054 ","909,362 ","930,504 ","951,952 ","968,308 ","977,536 ","981,572 ","981,632 ","979,757 ","979,372 ","984,270 ","995,305 ","1,005,186 ","1,007,193 ","1,002,019 ","995,187 ","991,622 ","991,712 ","995,603 ","1,001,928 ","1,008,139 ","1,010,802 ","1,007,473 ","998,486 ","985,886 ","973,582 ","963,310 ","950,211 ","928,679 ","901,113 ","872,627 ","828,539 ","713,584 ","728,507 ","730,539 ","729,334 ","744,050 ","749,212 ","751,814 ","751,587 "
44,"126,123 ","127,987 ","129,915 ","131,800 ","133,536 ","135,124 ","136,616 ","138,123 ","139,848 ","142,015 ","144,803 ","148,300 ","152,477 ","157,243 ","162,471 ","167,967 ","173,546 ","179,086 ","184,563 ","189,924 ","195,243 ","201,595 ","208,070 ","214,469 ","221,134 ","226,853 ","231,945 ","236,818 ","241,813 ","247,131 ","253,054 ","259,722 ","267,055 ","275,161 ","283,989 ","293,017 ","301,587 ","310,564 ","320,753 ","330,240 ","338,545 ","346,665 ","354,521 ","361,994 ","368,957 ","378,114 ","391,937 ","409,033 ","429,515 ","450,176 ","467,931 ","485,023 ","503,529 ","523,447 ","543,481 ","562,876 ","581,667 ","600,519 ","619,542 ","637,195 ","652,823 ","668,280 ","683,998 ","699,032 ","713,132 ","726,181 ","737,180 ","745,410 ","749,986 ","749,971 ","745,240 ","733,344 ","724,509 ","721,211 ","724,260 ","734,100 ","750,764 ","772,628 ","797,192 ","821,708 ","843,528 ","863,220 ","882,383 ","901,698 ","922,743 ","944,048 ","960,185 ","969,417 ","973,295 ","973,465 ","971,536 ","971,076 ","976,509 ","987,522 ","997,106 ","998,963 ","993,995 ","987,510 ","983,629 ","984,087 ","987,852 ","994,125 ","1,000,551 ","1,003,419 ","1,000,595 ","992,079 ","979,536 ","967,840 ","957,849 ","944,876 ","923,554 ","896,207 ","868,064 ","824,240 ","709,917 ","724,831 ","726,936 ","725,903 ","740,554 ","745,652 ","748,414 "
45,"122,634 ","124,437 ","126,335 ","128,315 ","130,281 ","132,110 ","133,734 ","135,212 ","136,714 ","138,435 ","140,585 ","143,390 ","146,902 ","151,055 ","155,790 ","160,972 ","166,419 ","171,944 ","177,433 ","182,859 ","188,153 ","193,464 ","199,832 ","206,246 ","212,573 ","219,204 ","224,939 ","229,994 ","234,819 ","239,784 ","245,043 ","250,938 ","257,591 ","264,935 ","273,063 ","281,839 ","290,845 ","299,433 ","308,367 ","318,501 ","327,963 ","336,281 ","344,423 ","352,276 ","359,762 ","366,743 ","375,900 ","389,619 ","406,454 ","426,627 ","447,124 ","464,937 ","482,124 ","500,549 ","520,319 ","540,331 ","559,898 ","578,912 ","598,383 ","617,861 ","635,204 ","650,530 ","665,666 ","681,018 ","695,634 ","709,260 ","721,980 ","732,870 ","741,227 ","745,885 ","745,733 ","735,571 ","724,069 ","715,635 ","712,757 ","716,390 ","726,565 ","743,131 ","764,781 ","789,313 ","813,676 ","835,464 ","855,484 ","874,639 ","893,842 ","914,770 ","935,783 ","951,861 ","960,891 ","964,841 ","964,938 ","962,931 ","963,075 ","968,526 ","979,227 ","988,629 ","990,623 ","985,997 ","979,230 ","975,765 ","976,127 ","979,866 ","986,359 ","992,963 ","996,278 ","993,895 ","985,415 ","973,513 ","962,116 ","952,222 ","939,413 ","918,285 ","891,298 ","863,349 ","819,805 ","706,167 ","721,081 ","723,341 ","722,318 ","736,858 ","742,100 "
46,"119,153 ","120,933 ","122,769 ","124,717 ","126,776 ","128,835 ","130,696 ","132,303 ","133,775 ","135,276 ","136,986 ","139,159 ","141,985 ","145,475 ","149,602 ","154,295 ","159,426 ","164,819 ","170,289 ","175,724 ","181,081 ","186,366 ","191,696 ","198,002 ","204,345 ","210,644 ","217,275 ","222,969 ","227,973 ","232,770 ","237,677 ","242,915 ","248,802 ","255,465 ","262,836 ","270,918 ","279,670 ","288,693 ","297,240 ","306,119 ","316,215 ","325,684 ","334,020 ","342,154 ","350,012 ","357,509 ","364,499 ","373,579 ","387,072 ","403,635 ","423,646 ","444,175 ","462,063 ","479,176 ","497,471 ","517,220 ","537,378 ","557,134 ","576,697 ","596,565 ","615,751 ","632,818 ","647,846 ","662,633 ","677,581 ","691,741 ","705,061 ","717,665 ","728,665 ","737,083 ","741,549 ","735,688 ","725,899 ","714,860 ","706,893 ","704,717 ","708,758 ","718,881 ","735,275 ","756,912 ","781,292 ","805,573 ","827,670 ","847,653 ","866,668 ","885,788 ","906,409 ","927,308 ","943,122 ","952,168 ","956,007 ","955,994 ","954,635 ","954,840 ","960,012 ","970,560 ","980,012 ","982,295 ","977,392 ","971,082 ","967,555 ","967,920 ","971,905 ","978,582 ","985,588 ","989,305 ","986,919 ","979,089 ","967,494 ","956,185 ","946,442 ","933,787 ","913,003 ","886,222 ","858,471 ","815,262 ","702,327 ","717,325 ","719,578 ","718,521 ","733,154 "
47,"115,558 ","117,435 ","119,247 ","121,131 ","123,158 ","125,312 ","127,398 ","129,237 ","130,837 ","132,310 ","133,802 ","135,538 ","137,738 ","140,546 ","144,015 ","148,104 ","152,748 ","157,826 ","163,163 ","168,577 ","173,940 ","179,285 ","184,593 ","189,862 ","196,098 ","202,413 ","208,708 ","215,287 ","220,928 ","225,905 ","230,647 ","235,537 ","240,770 ","246,670 ","253,361 ","260,685 ","268,753 ","277,529 ","286,493 ","294,979 ","303,834 ","313,924 ","323,398 ","331,724 ","339,856 ","347,718 ","355,216 ","362,141 ","371,031 ","384,285 ","400,723 ","420,761 ","441,326 ","459,128 ","476,125 ","494,401 ","514,274 ","534,597 ","554,835 ","574,742 ","594,342 ","613,276 ","630,047 ","644,738 ","659,146 ","673,660 ","687,528 ","700,727 ","713,436 ","724,478 ","732,658 ","731,166 ","725,617 ","716,302 ","705,748 ","698,595 ","696,905 ","700,943 ","710,959 ","727,386 ","748,903 ","773,173 ","797,732 ","819,756 ","839,563 ","858,521 ","877,321 ","897,814 ","918,405 ","934,154 ","943,049 ","946,718 ","947,374 ","946,083 ","946,051 ","951,150 ","961,721 ","971,394 ","973,361 ","968,914 ","962,567 ","959,085 ","959,730 ","963,922 ","970,985 ","978,362 ","982,036 ","980,290 ","972,747 ","961,223 ","950,079 ","940,481 ","928,133 ","907,536 ","880,957 ","853,467 ","810,592 ","698,465 ","713,385 ","715,587 ","714,700 "
48,"111,636 ","113,822 ","115,728 ","117,585 ","119,550 ","121,675 ","123,852 ","125,911 ","127,740 ","129,341 ","130,805 ","132,326 ","134,094 ","136,278 ","139,071 ","142,509 ","146,551 ","151,145 ","156,168 ","161,447 ","166,788 ","172,135 ","177,496 ","182,745 ","187,956 ","194,161 ","200,465 ","206,712 ","213,234 ","218,838 ","223,755 ","228,477 ","233,371 ","238,623 ","244,547 ","251,199 ","258,515 ","266,606 ","275,320 ","284,222 ","292,680 ","301,534 ","311,626 ","321,073 ","329,388 ","337,518 ","345,372 ","352,803 ","359,563 ","368,255 ","381,409 ","397,882 ","417,944 ","438,402 ","456,088 ","473,068 ","491,461 ","511,471 ","532,206 ","552,738 ","572,399 ","591,770 ","610,413 ","626,859 ","641,186 ","655,179 ","669,415 ","683,163 ","696,458 ","709,199 ","719,970 ","721,977 ","720,726 ","715,621 ","706,751 ","697,119 ","690,525 ","688,883 ","692,876 ","702,989 ","719,355 ","740,764 ","765,312 ","789,751 ","811,545 ","831,308 ","849,927 ","868,605 ","888,797 ","909,248 ","924,781 ","933,432 ","937,773 ","938,471 ","936,953 ","936,934 ","942,092 ","952,864 ","962,179 ","964,546 ","960,051 ","953,777 ","950,620 ","951,511 ","956,084 ","963,518 ","970,825 ","975,114 ","973,619 ","966,105 ","954,750 ","943,774 ","934,473 ","922,276 ","901,852 ","875,545 ","848,304 ","805,873 ","694,401 ","709,202 ","711,552 "
49,"107,196 ","109,886 ","112,094 ","114,041 ","115,979 ","118,045 ","120,191 ","122,338 ","124,384 ","126,213 ","127,803 ","129,296 ","130,851 ","132,603 ","134,779 ","137,548 ","140,943 ","144,941 ","149,482 ","154,447 ","159,649 ","164,972 ","170,337 ","175,637 ","180,825 ","186,015 ","192,205 ","198,455 ","204,650 ","211,125 ","216,664 ","221,561 ","226,287 ","231,191 ","236,470 ","242,366 ","249,016 ","256,362 ","264,393 ","273,032 ","281,902 ","290,358 ","299,218 ","309,276 ","318,703 ","327,014 ","335,127 ","342,907 ","350,171 ","356,755 ","365,385 ","378,592 ","395,093 ","415,039 ","435,364 ","453,024 ","470,107 ","488,624 ","508,994 ","529,974 ","550,274 ","569,733 ","588,820 ","607,140 ","623,227 ","637,155 ","650,887 ","665,002 ","678,845 ","692,170 ","704,609 ","709,026 ","711,199 ","710,363 ","705,620 ","697,734 ","688,708 ","682,207 ","680,584 ","684,745 ","694,883 ","711,169 ","732,885 ","757,279 ","781,439 ","803,185 ","822,575 ","841,059 ","859,465 ","879,490 ","899,674 ","914,870 ","924,178 ","928,520 ","928,967 ","927,515 ","927,585 ","932,991 ","943,420 ","953,067 ","955,326 ","950,887 ","944,984 ","942,108 ","943,395 ","948,355 ","955,721 ","963,634 ","968,128 ","966,596 ","959,233 ","948,061 ","937,398 ","928,247 ","916,172 ","896,001 ","869,939 ","843,064 ","800,899 ","690,085 ","704,954 "
